userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,logins_m_5,logins_m_6,logins_m_7,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,kudos_t_m_5,kudos_t_m_6,kudos_t_m_7,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,kudos_f_m_5,kudos_f_m_6,kudos_f_m_7,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,kpi_m_5,kpi_m_6,kpi_m_7,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,lrn_m_5,lrn_m_6,lrn_m_7,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4,lrn_t_m_5,lrn_t_m_6,lrn_t_m_7
24128,,,64,45,67,41,4,,,,,,,,,,,,,,,,,24128,0,0,9,12,11,10,7,24128,,,0.000,22.500,20.000,8.750,,24128,,,10,3,7,7,
25941,,,,,,7,801,,,,,,,,,,,,,,,,,25941,,,,,,1,16,25941,,,,,,,17.500,25941,,,,,,,9
23241,33,216,192,62,82,314,141,23241,,,,,,1,,,,,,,,,,23241,28,32,28,24,24,39,22,23241,25.000,,,,,,,23241,2,,,,,,
15052,,,,,119,129,195,,,,,,,,,,,,,,,,,15052,0,,,,17,20,27,15052,,,,,10.000,,,15052,,,,,1,,
8157,87,168,85,93,186,38,37,8157,,,,,,1,,,,,,,,,,8157,21,19,24,22,26,20,10,8157,,,,100.000,,,0.000,8157,,,,1,,,1
17218,382,207,179,335,246,308,463,17218,1,,,,,,1,17218,1,,4,1,4,1,,17218,41,31,24,29,25,33,40,17218,0.000,,,29.444,,,16.363,17218,1,,,12,,,13
20442,268,119,108,217,71,116,81,,,,,,,,,,,,,,,,,20442,45,45,44,39,34,33,30,20442,,,,21.666,,,27.500,20442,,,,5,,,21
26477,,,,,,,53,,,,,,,,,,,,,,,,,26477,,,,,,,5,26477,,,,,,,17.500,26477,,,,,,,5
18837,222,114,145,400,447,402,381,18837,1,,,,2,,,18837,3,,1,7,6,2,,18837,23,24,21,26,38,35,37,18837,25.000,30.000,20.000,23.333,25.000,,23.333,18837,2,10,4,11,3,,14
12945,266,217,71,95,186,108,112,12945,,,,,,1,,,,,,,,,,12945,34,34,12,22,27,25,37,12945,25.000,,,,,,20.000,12945,2,,,,,,2
7517,73,25,70,126,132,107,157,,,,,,,,,,,,,,,,,7517,15,12,20,20,18,19,19,,,,,,,,,,,,,,,,
19472,159,99,226,102,116,7,,19472,,,1,,,,,,,,,,,,,19472,29,18,26,14,21,7,0,,,,,,,,,,,,,,,,
22490,102,20,7,,,,,,,,,,,,,,,,,,,,,22490,19,14,8,0,,,,,,,,,,,,,,,,,,,
9756,123,87,62,54,109,114,109,,,,,,,,,,,,,,,,,9756,35,28,18,33,40,30,41,,,,,,,,,,,,,,,,
9893,63,83,105,135,124,136,162,,,,,,,,,9893,,,,,1,,,9893,32,25,30,29,21,27,26,,,,,,,,,,,,,,,,
20321,257,113,63,140,70,73,77,,,,,,,,,,,,,,,,,20321,19,15,10,17,9,10,25,,,,,,,,,,,,,,,,
20792,19,6,12,3,,,3,,,,,,,,,,,,,,,,,20792,16,8,25,17,16,12,19,,,,,,,,,,,,,,,,
19421,112,233,30,72,88,15,150,,,,,,,,,,,,,,,,,19421,18,14,11,11,10,8,10,,,,,,,,,,,,,,,,
5755,31,,,,,,,,,,,,,,,,,,,,,,,5755,17,0,0,0,,,,,,,,,,,,,,,,,,,
22261,315,519,202,62,184,199,162,22261,1,2,,,,,,,,,,,,,,22261,27,32,23,16,23,24,22,,,,,,,,,,,,,,,,
20979,164,185,206,147,179,185,299,20979,,,,,3,,,,,,,,,,,20979,31,38,29,23,32,34,41,,,,,,,,,,,,,,,,
19427,39,39,85,47,20,,,19427,,,3,,,,,,,,,,,,,19427,17,11,16,9,14,0,0,,,,,,,,,,,,,,,,
18604,31,67,34,47,32,23,42,,,,,,,,,,,,,,,,,18604,20,25,24,14,13,16,21,,,,,,,,,,,,,,,,
20363,241,299,152,122,301,159,70,20363,,2,,,,,,,,,,,,,,20363,26,23,16,16,26,20,9,,,,,,,,,,,,,,,,
19638,35,58,13,34,37,8,,19638,,3,,,,,,,,,,,,,,19638,16,43,18,16,20,13,12,,,,,,,,,,,,,,,,
21675,62,111,24,73,105,111,3,21675,1,,,,6,2,,21675,,,1,2,,,,21675,16,23,9,14,23,21,8,,,,,,,,,,,,,,,,
24169,,238,891,754,881,503,236,,,,,,,,,,,,,,,,,24169,,17,13,12,19,12,13,,,,,,,,,,,,,,,,
25284,,,,5,4,,,,,,,,,,,,,,,,,,,25284,,,,21,29,29,38,,,,,,,,,,,,,,,,
25137,,,,32,60,40,143,,,,,,,,,,,,,,,,,25137,,,,11,13,14,23,,,,,,,,,,,,,,,,
26334,,,,,,,54,,,,,,,,,,,,,,,,,26334,,,,,,0,18,,,,,,,,,,,,,,,,
20996,121,47,39,58,14,42,28,,,,,,,,,,,,,,,,,20996,34,25,13,24,19,21,31,,,,,,,,,,,,,,,,
17418,70,119,69,67,69,108,88,17418,,,1,,,,,,,,,,,,,17418,25,40,26,21,20,22,12,,,,,,,,,,,,,,,,
24959,,,20,261,80,,,24959,,,,1,,,,,,,,,,,,24959,,,5,18,8,0,0,,,,,,,,,,,,,,,,
24928,,,6,46,101,89,132,24928,,,,1,1,,,,,,,,,,,24928,,,0,8,10,13,14,,,,,,,,,,,,,,,,
19149,,,,115,347,152,43,19149,,,,,2,1,,,,,,,,,,19149,,,,6,15,14,8,,,,,,,,,,,,,,,,
12086,66,68,38,45,62,17,51,,,,,,,,,,,,,,,,,12086,19,13,14,10,20,8,10,,,,,,,,,,,,,,,,
8566,,,,7,21,17,2,,,,,,,,,,,,,,,,,8566,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
10123,3,,,,,,,,,,,,,,,,,,,,,,,10123,6,0,0,0,6,5,5,,,,,,,,,,,,,,,,
19996,85,18,,,,,,,,,,,,,,,,,,,,,,19996,15,0,0,0,,,,,,,,,,,,,,,,,,,
6503,,1,,,,,,,,,,,,,,,,,,,,,,6503,0,,,,,,,,,,,,,,,,,,,,,,
7352,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25707,,,,,3,32,26,,,,,,,,,,,,,,,,,25707,,,,,0,4,0,,,,,,,,,,,,,,,,
25256,,,,121,202,147,119,25256,,,,1,,,,,,,,,,,,25256,,,,5,14,21,16,,,,,,,,,,,,,,,,
10081,14,9,14,34,6,12,6,,,,,,,,,,,,,,,,,10081,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,
26404,,,,,,2,16,,,,,,,,,,,,,,,,,26404,,,,,,0,9,,,,,,,,,,,,,,,,
25453,,,,,14,5,163,,,,,,,,,,,,,,,,,25453,,,,0,27,24,21,,,,,,,,,,,,,,,,
7102,,,,,,,8,,,,,,,,,,,,,,,,,7102,,,,,,,4,,,,,,,,,,,,,,,,
16106,,,13,,,,,,,,,,,,,,,,,,,,,16106,23,25,23,29,34,20,16,,,,,,,,,,,,,,,,
24897,,,3,,,,,,,,,,,,,,,,,,,,,24897,,,0,0,,,,,,,,,,,,,,,,,,,
26285,,,,,,,76,,,,,,,,,,,,,,,,,26285,,,,,,0,11,,,,,,,,,,,,,,,,
22224,237,174,158,92,144,159,371,22224,,,,,,1,,,,,,,,,,22224,33,28,26,18,23,27,30,22224,6.250,,,,,,14.166,22224,5,,,,,,37
18009,28,25,12,33,53,26,18,,,,,,,,,,,,,,,,,18009,19,14,10,11,9,4,9,18009,,,,31.000,21.000,30.000,,18009,,,,9,13,3,
11466,333,239,246,262,176,171,294,11466,1,5,,6,1,,,11466,1,1,,2,3,,,11466,37,41,30,31,26,26,29,11466,5.000,,,31.428,,,28.333,11466,6,,,66,,,47
16069,143,144,120,62,92,77,132,16069,,,,,1,,1,,,,,,,,,16069,31,31,24,25,25,24,37,16069,,,,0.000,,,,16069,,,,1,,,
9961,159,204,158,100,164,156,193,,,,,,,,,,,,,,,,,9961,24,23,25,20,25,20,22,9961,,22.500,16.000,15.000,25.000,25.000,6.666,9961,,8,23,7,5,8,4
6268,182,107,99,138,52,142,187,,,,,,,,,,,,,,,,,6268,32,20,17,20,19,34,35,6268,,,,29.444,,,21.153,6268,,,,34,,,54
21585,952,476,740,297,416,420,658,21585,2,1,4,1,2,2,,21585,,,1,1,,,,21585,23,19,16,10,12,16,16,21585,,,,,,25.000,16.666,21585,,,,,,9,10
19683,150,70,122,140,72,40,101,,,,,,,,,,,,,,,,,19683,31,22,30,31,24,21,31,19683,0.000,,,,,,0.000,19683,2,,,,,,1
24848,,,15,52,194,140,83,24848,,,,,1,,,,,,,,,,,24848,,,12,9,24,12,14,24848,,,,22.500,,25.000,20.555,24848,,,,7,,4,18
20642,344,122,179,256,144,141,770,,,,,,,,,,,,,,,,,20642,40,32,44,43,37,39,46,20642,,,,,,,0.000,20642,,,,,,,1
9038,236,392,275,330,299,215,245,,,,,,,,,,,,,,,,,9038,38,41,38,40,33,18,4,9038,,33.125,20.000,48.333,21.666,,,9038,,49,4,6,10,,
23652,215,523,454,165,280,124,,23652,1,,1,,1,,,,,,,,,,,23652,11,20,30,26,20,12,0,23652,25.000,12.500,,,,,,23652,2,5,,,,,
6311,139,181,10,150,121,95,181,6311,,2,,,,1,,6311,1,1,,,,,,6311,34,42,13,25,33,34,32,6311,,,,21.250,,18.333,24.230,6311,,,,7,,4,39
24260,,64,362,144,271,218,208,24260,,1,3,6,4,1,2,24260,,,9,,15,8,1,24260,,17,32,25,23,26,28,24260,,,22.857,25.000,25.000,15.714,10.714,24260,,,14,4,3,14,10
25493,,,,,215,154,215,,,,,,,,,,,,,,,,,25493,,,,0,13,7,13,25493,,,,,,,0.000,25493,,,,,,,1
25659,,,,,186,406,497,,,,,,,,,25659,,,,,,2,1,25659,,,,,20,41,39,25659,,,,,10.666,,12.000,25659,,,,,28,,14
24361,,24,223,119,162,110,81,24361,,,,,1,2,1,24361,,,,,,3,,24361,,6,29,20,19,21,18,24361,,,,4.666,,,,24361,,,,12,,,
18558,34,25,34,61,52,50,28,,,,,,,,,,,,,,,,,18558,21,19,17,16,18,19,13,18558,25.000,,7.000,24.000,,,,18558,1,,1,16,,,
7698,167,68,84,120,63,73,94,,,,,,,,,7698,,,5,11,,3,6,7698,9,2,7,1,0,2,4,7698,,20.000,,,,,,7698,,4,,,,,
12213,113,303,94,135,337,130,274,12213,1,,,,,,,,,,,,,,,12213,32,45,27,29,47,29,39,12213,,,,15.000,16.000,,24.285,12213,,,,5,6,,25
9806,249,322,162,315,418,578,473,,,,,,,,,,,,,,,,,9806,32,34,26,28,26,38,34,9806,0.000,0.000,,100.000,22.500,22.500,10.000,9806,1,1,,1,9,13,5
24351,,,60,28,4,,,,,,,,,,,,,,,,,,,24351,,6,15,13,6,0,0,24351,,,,9.666,,,,24351,,,,5,,,
22147,151,201,171,170,134,167,136,,,,,,,,,,,,,,,,,22147,17,21,24,22,18,18,20,22147,25.000,,,,,,,22147,3,,,,,,
9333,54,41,49,51,105,88,44,9333,,,1,,2,,,,,,,,,,,9333,31,26,31,30,23,24,23,9333,19.000,5.000,15.000,,10.000,,,9333,1,8,2,,5,,
26215,,,,,,,198,,,,,,,,,,,,,,,,,26215,,,,,,0,26,26215,,,,,,,20.000,26215,,,,,,,6
20346,194,278,264,158,122,83,114,20346,,1,,,,,,,,,,,,,,20346,14,17,11,8,6,8,13,20346,100.000,,200.000,100.000,150.000,,,20346,1,,1,1,1,,
18610,564,356,575,539,467,774,217,18610,,,,1,,3,,,,,,,,,,18610,26,18,22,21,15,24,15,18610,,,18.666,,,,,18610,,,3,,,,
23520,72,59,113,37,302,105,203,23520,,,1,,,,,,,,,,,,,23520,29,31,35,28,33,29,35,23520,,,,0.000,0.000,,,23520,,,,3,6,,
23343,290,333,380,292,242,56,,23343,,1,,1,2,,,,,,,,,,,23343,27,25,24,22,22,3,0,23343,,,,15.000,,,,23343,,,,2,,,
8080,148,364,89,110,153,184,44,,,,,,,,,,,,,,,,,8080,26,35,18,21,26,26,17,8080,,,15.000,,25.000,,,8080,,,1,,1,,
23459,77,216,188,154,93,134,117,,,,,,,,,,,,,,,,,23459,19,24,20,25,21,25,26,23459,9.500,,,,,,,23459,3,,,,,,
8413,226,284,201,177,178,163,58,,,,,,,,,8413,1,1,,1,4,,,8413,26,32,25,21,28,26,18,8413,25.000,,,,9.375,,,8413,2,,,,14,,
20157,320,219,98,208,442,488,453,20157,2,,,,,,,20157,1,,,,,,,20157,32,25,10,18,27,24,25,20157,,25.000,20.000,0.000,,,18.571,20157,,3,3,1,,,10
11188,138,56,53,136,150,128,94,,,,,,,,,,,,,,,,,11188,6,12,10,4,5,4,14,11188,22.000,,,24.090,28.750,25.000,10.000,11188,3,,,21,6,4,2
8817,95,116,132,172,110,59,41,,,,,,,,,,,,,,,,,8817,31,31,29,33,27,23,19,8817,,25.000,,,,,,8817,,3,,,,,
23806,7,46,135,904,954,1104,1082,,,,,,,,,,,,,,,,,23806,7,25,21,22,21,23,34,23806,,,,43.333,,,,23806,,,,6,,,
6006,19,60,11,45,18,25,,6006,,1,,,,,,,,,,,,,,6006,0,11,14,7,6,11,0,6006,25.000,,,29.166,,,,6006,1,,,9,,,
16293,28,271,54,35,62,41,310,16293,,1,,,,,4,16293,,,,1,,,,16293,15,42,19,22,22,20,42,16293,12.000,0.000,,,,40.000,15.000,16293,1,1,,,,2,2
18303,15,21,45,51,77,48,68,,,,,,,,,,,,,,,,,18303,29,27,22,25,25,26,34,18303,19.000,,15.000,,12.500,,,18303,1,,2,,2,,
24865,,,,357,963,145,330,,,,,,,,,,,,,,,,,24865,,,8,17,26,9,16,24865,,,,40.000,,,0.000,24865,,,,7,,,1
25528,,,,,35,69,7,,,,,,,,,,,,,,,,,25528,,,,0,7,6,0,,,,,,,,,,,,,,,,
8636,,,4,,,,,,,,,,,,,,,,,,,,,8636,0,,0,0,,3,1,,,,,,,,,,,,,,,,
25684,,,,,,22,9,,,,,,,,,,,,,,,,,25684,,,,,2,20,18,,,,,,,,,,,,,,,,
5972,10,,,,,,,,,,,,,,,,,,,,,,,5972,0,0,2,0,,,,,,,,,,,,,,,,,,,
25213,,,7,5,,,,,,,,,,,,,,,,,,,,25213,,,0,0,,,,,,,,,,,,,,,,,,,
21583,21,,,,,,,,,,,,,,,,,,,,,,,21583,11,0,0,,,,,,,,,,,,,,,,,,,,
13712,239,92,42,99,178,282,159,,,,,,,,,,,,,,,,,13712,35,19,18,19,23,28,19,,,,,,,,,,,,,,,,
15628,86,46,18,,,,,,,,,,,,,,,,,,,,,15628,12,8,12,0,0,,,,,,,,,,,,,,,,,,
13018,112,66,21,34,64,,,,,,,,,,,,,,,,,,,13018,23,19,3,10,12,0,0,,,,,,,,,,,,,,,,
16243,563,328,192,334,361,346,510,16243,1,2,,2,,,,16243,,,,6,,,,16243,28,26,20,18,20,15,18,,,,,,,,,,,,,,,,
22381,203,131,161,159,114,259,112,22381,,,1,1,,2,,22381,,,,1,,,,22381,17,18,21,21,12,23,7,,,,,,,,,,,,,,,,
14937,22,4,,9,,,,,,,,,,,,,,,,,,,,14937,3,1,0,1,,,,,,,,,,,,,,,,,,,
17527,360,9,75,,,,,,,,,,,,,,,,,,,,,17527,6,0,0,0,,,,,,,,,,,,,,,,,,,
22334,87,48,,,,,,,,,,,,,,,,,,,,,,22334,19,22,0,0,,,,,,,,,,,,,,,,,,,
5978,96,25,,,,,,5978,1,,,,,,,,,,,,,,,5978,22,6,0,0,,,,,,,,,,,,,,,,,,,
10018,42,13,26,20,21,12,23,,,,,,,,,,,,,,,,,10018,16,2,6,4,4,3,7,,,,,,,,,,,,,,,,
17565,224,125,109,116,266,189,168,17565,,,,,1,,,,,,,,,,,17565,27,23,11,21,23,11,22,,,,,,,,,,,,,,,,
20716,208,166,143,103,136,105,122,20716,1,,,,,,,,,,,,,,,20716,18,14,7,5,15,4,10,,,,,,,,,,,,,,,,
8745,236,220,222,194,191,130,182,,,,,,,,,,,,,,,,,8745,33,35,26,28,28,27,31,,,,,,,,,,,,,,,,
12899,166,17,,10,11,28,2,,,,,,,,,,,,,,,,,12899,33,2,0,4,25,29,7,,,,,,,,,,,,,,,,
26214,,,,,,,565,,,,,,,,,,,,,,,,,26214,,,,,,0,33,,,,,,,,,,,,,,,,
20422,54,,,,,,,,,,,,,,,,,,,,,,,20422,22,,0,,,,,,,,,,,,,,,,,,,,
24498,,50,41,,,,,,,,,,,,,,,,,,,,,24498,,14,6,0,0,0,,,,,,,,,,,,,,,,,
23327,241,87,74,42,,,,23327,1,,,,,,,,,,,,,,,23327,20,16,22,9,0,0,0,,,,,,,,,,,,,,,,
7319,451,191,203,296,245,376,550,,,,,,,,,,,,,,,,,7319,32,19,15,21,21,22,26,,,,,,,,,,,,,,,,
22235,7,,,,,,,,,,,,,,,,,,,,,,,22235,0,,,,,,,,,,,,,,,,,,,,,,
19570,162,72,191,173,147,132,149,,,,,,,,,,,,,,,,,19570,26,14,32,25,17,16,23,,,,,,,,,,,,,,,,
17685,288,156,192,186,182,247,274,,,,,,,,,,,,,,,,,17685,34,21,26,14,21,20,26,,,,,,,,,,,,,,,,
7425,107,445,113,40,,,,7425,,7,,,,,,7425,4,9,,,,,,7425,17,32,19,17,0,0,0,,,,,,,,,,,,,,,,
14646,23,3,,,,,,,,,,,,,,,,,,,,,,14646,8,7,5,0,,,,,,,,,,,,,,,,,,,
20836,177,143,70,138,199,103,143,,,,,,,,,,,,,,,,,20836,26,28,19,26,25,25,25,,,,,,,,,,,,,,,,
22507,71,20,,,,,,,,,,,,,,,,,,,,,,22507,2,6,6,0,0,0,0,,,,,,,,,,,,,,,,
10406,75,63,72,21,128,196,107,10406,,2,,1,1,,,10406,,,,,,1,,10406,15,16,10,5,15,22,18,,,,,,,,,,,,,,,,
19880,118,69,57,22,,,,,,,,,,,,,,,,,,,,19880,4,10,4,5,0,0,0,,,,,,,,,,,,,,,,
23626,72,199,113,195,221,133,154,,,,,,,,,,,,,,,,,23626,16,21,18,28,30,21,25,,,,,,,,,,,,,,,,
22456,6,,,,,,,,,,,,,,,,,,,,,,,22456,5,,0,0,,,,,,,,,,,,,,,,,,,
23952,100,167,67,14,22,4,,23952,,1,,,,,,,,,,,,,,23952,16,28,16,8,14,0,0,,,,,,,,,,,,,,,,
20304,182,176,71,46,197,116,82,20304,,,,,,1,,,,,,,,,,20304,19,23,11,4,26,19,15,,,,,,,,,,,,,,,,
21772,186,222,169,107,179,108,151,,,,,,,,,,,,,,,,,21772,28,33,21,14,32,14,24,,,,,,,,,,,,,,,,
12563,34,39,20,20,46,114,97,12563,,,,,,1,,,,,,,,,,12563,35,34,32,31,38,37,40,,,,,,,,,,,,,,,,
7356,120,77,54,92,291,39,84,,,,,,,,,,,,,,,,,7356,31,32,29,31,39,31,38,7356,8.333,10.000,10.000,15.000,21.250,13.333,10.000,7356,4,1,1,5,11,4,1
24492,,2,119,97,269,325,164,24492,,,,,,1,,,,,,,,,,24492,,8,10,16,17,17,12,24492,,,5.500,,,,7.500,24492,,,15,,,,7
24696,,,157,105,149,337,199,,,,,,,,,,,,,,,,,24696,,,18,15,20,23,22,24696,,,18.333,,25.000,26.666,,24696,,,7,,2,6,
16289,258,254,251,260,365,594,240,16289,1,1,1,1,,1,,16289,12,3,3,10,17,5,4,16289,43,31,34,32,40,42,28,16289,6.250,27.700,15.666,7.833,26.666,35.000,,16289,5,34,5,9,8,5,
21546,296,267,206,204,166,233,282,21546,1,3,,,,,1,,,,,,,,,21546,30,43,32,24,29,38,38,21546,,16.666,,35.000,,18.750,32.500,21546,,6,,41,,8,14
26080,,,,,,43,68,,,,,,,,,,,,,,,,,26080,,,,,,7,18,26080,,,,,,30.000,29.000,26080,,,,,,5,11
24844,,,27,128,132,142,80,24844,,,,1,1,1,,,,,,,,,,24844,,,8,25,18,21,17,24844,,,,18.333,,26.666,,24844,,,,7,,4,
17123,108,76,,,,,,17123,,1,,,,,,17123,,1,,,,,,17123,13,11,0,0,,,,17123,25.000,,,,,,,17123,1,,,,,,
25293,,,,96,704,487,467,,,,,,,,,,,,,,,,,25293,,,,5,26,23,25,25293,,,,7.500,25.000,,25.000,25293,,,,3,1,,15
25562,,,,,169,983,1675,25562,,,,,,,1,,,,,,,,,25562,,,,,20,25,28,25562,,,,,,23.333,,25562,,,,,,8,
23978,164,189,221,215,150,147,242,23978,,1,,,,,,,,,,,,,,23978,10,16,23,20,9,8,15,23978,,,,22.500,,,20.714,23978,,,,5,,,13
24284,,52,213,159,124,267,160,24284,,,3,2,,3,2,24284,,,,,,4,3,24284,,11,19,9,8,20,21,24284,,0.000,,,,,17.500,24284,,3,,,,,10
23776,287,206,272,196,73,542,186,,,,,,,,,,,,,,,,,23776,12,4,10,8,10,31,31,23776,0.000,,,23.214,,,28.571,23776,2,,,30,,,37
21313,311,202,168,249,118,,,,,,,,,,,,,,,,,,,21313,25,22,23,23,16,0,0,21313,,18.000,17.500,16.666,25.000,,,21313,,9,16,13,5,,
17092,86,195,188,136,56,65,75,,,,,,,,,,,,,,,,,17092,26,29,29,18,18,22,19,17092,19.000,16.250,20.000,33.000,16.250,35.000,40.000,17092,1,46,11,23,7,6,14
19581,211,183,11,117,119,49,153,,,,,,,,,,,,,,,,,19581,31,25,0,16,22,11,19,19581,,,,18.636,,,22.222,19581,,,,20,,,14
24838,,,99,459,111,91,,,,,,,,,,,,,,,,,,24838,,,10,6,7,6,0,24838,,,15.000,15.000,,26.666,,24838,,,2,1,,5,
12823,94,82,159,72,127,31,83,,,,,,,,,,,,,,,,,12823,25,25,32,25,27,9,26,12823,8.333,,,0.000,,,,12823,3,,,4,,,
5651,170,322,279,289,425,261,240,,,,,,,,,5651,,,1,,,,,5651,14,20,13,14,18,16,22,5651,100.000,,100.000,100.000,87.500,,,5651,1,,2,2,3,,
22854,99,197,56,64,28,81,53,,,,,,,,,,,,,,,,,22854,35,32,29,13,30,32,30,22854,12.500,34.285,18.333,22.500,,25.555,0.000,22854,3,86,8,7,,26,1
20874,146,291,146,166,343,298,173,,,,,,,,,,,,,,,,,20874,7,15,7,14,17,10,12,20874,,,25.000,,,,,20874,,,2,,,,
20997,271,93,35,111,243,248,211,,,,,,,,,,,,,,,,,20997,31,21,3,19,22,22,15,20997,25.000,,15.000,,,,,20997,2,,2,,,,
14826,75,28,8,28,68,34,21,,,,,,,,,,,,,,,,,14826,19,5,5,12,20,10,12,14826,,25.000,,30.000,,,,14826,,2,,2,,,
23505,170,113,57,12,7,,,,,,,,,,,,,,,,,,,23505,6,5,9,1,11,0,0,23505,,26.666,25.000,,,,,23505,,6,2,,,,
8397,43,31,7,15,,7,18,,,,,,,,,,,,,,,,,8397,12,5,15,0,0,0,9,8397,,40.000,,,,,,8397,,1,,,,,
25172,,,,,29,82,325,,,,,,,,,,,,,,,,,25172,,,,8,13,9,12,25172,,,,,,,10.000,25172,,,,,,,1
25750,,,,,,82,149,,,,,,,,,,,,,,,,,25750,,,,,0,10,17,25750,,,,,,,20.833,25750,,,,,,,14
14919,179,71,59,59,110,198,391,14919,1,,,,,,,14919,1,,,,,,,14919,31,16,26,18,21,29,27,14919,0.000,,,100.000,,,22.142,14919,1,,,1,,,57
26350,,,,,,,81,,,,,,,,,,,,,,,,,26350,,,,,,,10,26350,,,,,,,0.000,26350,,,,,,,2
22757,37,54,32,36,17,10,4,22757,1,1,1,,1,,,,,,,,,,,22757,9,17,11,6,5,2,1,22757,,,,40.000,,,,22757,,,,7,,,
6644,110,166,240,340,574,439,688,6644,1,,,,1,,,,,,,,,,,6644,14,25,26,26,29,25,28,6644,,,,27.500,,,30.937,6644,,,,8,,,94
26135,,,,,,293,563,,,,,,,,,,,,,,,,,26135,,,,,,14,29,26135,,,,,,10.000,10.000,26135,,,,,,25,1
23189,205,234,182,,,,,23189,,,1,,,,,,,,,,,,,23189,15,11,9,0,,,,23189,22.000,6.500,13.333,,,,,23189,3,21,7,,,,
25414,,,,,192,101,281,25414,,,,,2,,,,,,,,,,,25414,,,,,9,6,23,25414,,,,,23.928,,,25414,,,,,38,,
17537,48,90,27,55,50,193,345,,,,,,,,,,,,,,,,,17537,17,22,17,19,19,29,35,17537,,,,,,,20.800,17537,,,,,,,57
17951,624,606,490,583,504,686,592,,,,,,,,,,,,,,,,,17951,35,37,29,31,24,40,35,17951,25.000,,,7.500,,,,17951,1,,,3,,,
14593,337,244,116,183,131,7,,,,,,,,,,,,,,,,,,14593,16,21,16,22,18,0,0,14593,,,,30.833,,,,14593,,,,33,,,
23762,9,257,459,172,33,30,,,,,,,,,,,,,,,,,,23762,0,26,33,26,7,2,0,23762,,,,15.714,15.000,,,23762,,,,20,1,,
24426,,7,160,48,,,,,,,,,,,,,,,,,,,,24426,,0,12,4,0,0,0,24426,,,4.230,,,,,24426,,,17,,,,
20690,133,178,239,324,340,376,636,,,,,,,,,,,,,,,,,20690,18,22,24,23,22,22,36,20690,,,,30.000,,,,20690,,,,6,,,
23757,107,49,14,108,89,68,130,,,,,,,,,,,,,,,,,23757,28,21,4,21,21,22,25,,,,,,,,,,,,,,,,
7214,378,99,180,247,459,388,384,7214,,,,1,1,,,,,,,,,,,7214,21,14,18,16,21,18,24,,,,,,,,,,,,,,,,
17616,2,11,17,2,55,6,2,17616,,,,,1,,,,,,,,,,,17616,16,15,20,14,26,17,17,,,,,,,,,,,,,,,,
23329,614,,,,,,,,,,,,,,,,,,,,,,,23329,8,0,0,0,,,,,,,,,,,,,,,,,,,
16628,47,69,104,88,157,69,83,16628,,1,1,,,,,16628,,,,,,1,,16628,11,19,22,16,21,8,20,,,,,,,,,,,,,,,,
19139,48,54,91,108,26,,,,,,,,,,,19139,,,1,,,,,19139,14,10,18,9,8,0,0,,,,,,,,,,,,,,,,
9331,35,,,3,5,,,,,,,,,,,,,,,,,,,9331,11,1,3,0,1,0,0,,,,,,,,,,,,,,,,
25595,,,,,19,37,67,,,,,,,,,,,,,,,,,25595,,,,,10,14,10,,,,,,,,,,,,,,,,
5942,8,,2,,,,,,,,,,,,,,,,,,,,,5942,66,92,53,128,50,39,42,,,,,,,,,,,,,,,,
21908,191,38,,,,,,,,,,,,,,,,,,,,,,21908,40,11,0,0,,,,,,,,,,,,,,,,,,,
25494,,,,,319,482,268,25494,,,,,,1,,,,,,,,,,25494,,,,0,13,15,17,,,,,,,,,,,,,,,,
26456,,,,,,,13,,,,,,,,,,,,,,,,,26456,,,,,,0,7,,,,,,,,,,,,,,,,
25121,,,,14,36,19,,,,,,,,,,,,,,,,,,25121,,,,13,31,0,0,,,,,,,,,,,,,,,,
26014,,,,,11,72,285,,,,,,,,,,,,,,,,,26014,,,,,9,23,27,,,,,,,,,,,,,,,,
22933,2,,,,,,,,,,,,,,,,,,,,,,,22933,0,,,,,,,,,,,,,,,,,,,,,,
25963,,,,,,107,43,,,,,,,,,,,,,,,,,25963,,,,,0,7,6,,,,,,,,,,,,,,,,
25691,,,,,,43,81,,,,,,,,,,,,,,,,,25691,,,,,6,24,23,,,,,,,,,,,,,,,,
26321,,,,,,3,76,,,,,,,,,,,,,,,,,26321,,,,,,0,10,,,,,,,,,,,,,,,,
21736,30,,,,,,,,,,,,,,,,,,,,,,,21736,4,0,0,,,,,,,,,,,,,,,,,,,,
24526,,,12,,,,,,,,,,,,,,,,,,,,,24526,,,0,0,,,,,,,,,,,,,,,,,,,
14047,87,102,126,116,136,104,80,,,,,,,,,,,,,,,,,14047,18,27,23,17,23,23,19,,,,,,,,,,,,,,,,
19034,194,87,93,76,192,192,115,,,,,,,,,,,,,,,,,19034,35,24,22,18,28,30,30,,,,,,,,,,,,,,,,
