userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
7141,44,119,108,72,7141,,1,,,,,,,,7141,26,34,30,33,7141,28.750,29.285,22.500,18.333,7141,4,9,9,13
18511,130,327,372,198,18511,4,,1,1,18511,,2,,,18511,25,32,33,30,18511,25.000,27.500,20.000,26.666,18511,2,24,11,13
22743,166,320,230,91,,,,,,,,,,,22743,21,22,21,21,22743,32.500,27.500,27.222,40.000,22743,3,11,21,7
15289,329,422,591,470,15289,,1,,,15289,5,1,6,1,15289,31,30,32,39,15289,26.250,32.500,24.375,30.000,15289,9,29,13,4
22280,98,89,24,38,,,,,,,,,,,22280,19,22,17,16,22280,5.000,21.666,,,22280,2,7,,
13789,287,221,240,109,13789,1,,,,13789,4,2,,,13789,26,24,22,16,13789,,0.000,24.300,,13789,,2,68,
24579,444,290,343,335,24579,3,,,,,,,,,24579,23,14,17,17,24579,,,18.333,,24579,,,7,
20083,167,257,265,277,20083,,,2,,20083,,,1,,20083,34,33,38,32,20083,,,8.000,,20083,,,7,
21860,296,376,302,349,21860,,1,,1,21860,,,1,,21860,30,45,31,42,21860,25.000,25.000,,,21860,2,2,,
25501,,393,1346,1243,25501,,,,1,,,,,,25501,1,18,22,24,25501,,,22.000,,25501,,,13,
24210,299,325,270,230,,,,,,24210,,,,1,24210,15,24,18,17,24210,25.000,20.000,10.000,25.000,24210,3,5,2,37
21153,242,177,273,299,21153,2,,,,,,,,,21153,49,50,45,47,21153,22.500,23.333,11.250,20.000,21153,7,6,9,5
17962,61,120,122,158,,,,,,17962,,,,1,17962,8,4,16,14,17962,25.000,30.000,0.000,10.000,17962,2,3,1,2
24834,74,229,63,231,,,,,,,,,,,24834,11,18,18,16,24834,8.333,0.000,,0.000,24834,3,1,,2
19385,112,243,444,191,19385,,,,1,,,,,,19385,24,26,36,28,19385,5.000,,,,19385,2,,,
12988,528,614,667,313,,,,,,,,,,,12988,37,41,41,32,12988,25.000,19.166,17.500,,12988,2,10,7,
6332,871,1117,833,1071,6332,,,,1,,,,,,6332,33,32,25,39,6332,28.750,22.500,25.000,25.000,6332,4,12,3,28
17551,532,379,401,316,17551,,1,,1,,,,,,17551,36,30,27,30,17551,25.000,17.000,34.000,12.500,17551,4,6,10,5
20948,260,354,820,175,,,,,,,,,,,20948,26,25,37,25,20948,5.000,23.571,,,20948,2,12,,
13666,168,318,479,377,,,,,,,,,,,13666,20,23,32,21,13666,,21.250,16.666,10.000,13666,,15,4,1
7282,373,277,288,372,,,,,,,,,,,7282,25,23,27,21,7282,25.000,30.000,12.500,,7282,4,2,11,
24783,24,16,20,359,,,,,,24783,,,,1,24783,21,3,10,32,24783,,,13.333,18.750,24783,,,4,10
15611,113,117,133,75,15611,,1,,,,,,,,15611,20,22,21,18,15611,5.000,,25.000,,15611,1,,10,
23682,107,36,48,50,,,,,,,,,,,23682,11,12,17,22,23682,25.000,,20.000,,23682,7,,12,
25824,,733,961,927,,,,,,,,,,,25824,0,21,29,22,25824,,25.000,,17.727,25824,,1,,19
19129,532,366,475,295,19129,,,1,,19129,1,,,,19129,27,29,31,31,19129,,21.500,13.000,,19129,,19,21,
23524,62,44,148,84,23524,,,,1,23524,,,1,,23524,26,24,25,24,23524,,40.000,27.058,15.000,23524,,2,28,21
14094,109,28,66,190,14094,4,,1,,14094,5,,,,14094,25,16,23,23,14094,,20.000,0.000,16.250,14094,,2,1,11
25354,534,530,577,689,25354,,,1,,,,,,,25354,10,17,20,19,25354,56.000,,,30.000,25354,5,,,3
26426,,,12,13,,,,,,,,,,,26426,,0,9,12,26426,,,20.000,10.000,26426,,,7,2
10386,143,105,152,129,,,,,,,,,,,10386,34,26,34,31,10386,,,5.000,30.000,10386,,,6,5
25153,947,416,526,502,,,,,,,,,,,25153,30,21,26,25,25153,18.636,22.000,19.000,30.000,25153,69,7,13,1
22278,531,556,494,286,,,,,,,,,,,22278,18,20,24,16,22278,5.000,,,,22278,1,,,
15704,421,335,498,688,15704,,1,,1,,,,,,15704,31,21,31,28,15704,25.000,25.000,29.545,15.000,15704,1,5,35,27
6475,81,60,184,38,,,,,,,,,,,6475,18,18,26,11,6475,25.000,,20.652,,6475,2,,94,
24276,20,42,166,47,,,,,,,,,,,24276,14,23,31,27,24276,,30.000,14.482,0.000,24276,,3,61,15
21211,17,23,69,36,,,,,,,,,,,21211,26,22,29,32,21211,17.500,,15.000,,21211,2,,13,
20830,211,231,158,77,20830,2,,,,,,,,,20830,37,44,38,22,20830,19.285,25.000,13.750,,20830,12,3,4,
26041,,68,407,449,,,,,,,,,,,26041,0,14,17,28,26041,,25.000,15.000,,26041,,3,10,
23582,202,178,139,90,23582,5,4,1,1,23582,,2,1,3,23582,46,47,45,45,23582,25.000,27.500,,25.000,23582,1,3,,5
19856,116,95,66,44,,,,,,,,,,,19856,16,7,4,0,19856,25.000,33.333,17.000,,19856,7,5,13,
25303,301,370,211,140,,,,,,,,,,,25303,25,24,26,16,25303,21.666,25.000,10.000,,25303,8,15,2,
23881,690,233,474,192,,,,,,,,,,,23881,37,27,38,8,23881,,15.000,18.333,,23881,,5,12,
15395,106,62,87,,,,,,,,,,,,15395,23,16,25,7,15395,18.750,,,,15395,6,,,
23334,27,22,25,,,,,,,,,,,,23334,12,8,3,14,23334,40.000,,,,23334,2,,,
22226,455,504,439,343,,,,,,,,,,,22226,25,24,24,23,22226,25.000,18.333,17.307,16.250,22226,7,8,18,7
6493,51,30,42,56,,,,,,6493,1,,,,6493,3,4,0,0,6493,25.000,1.833,33.636,25.000,6493,2,8,36,1
18444,115,241,277,106,,,,,,,,,,,18444,26,29,26,24,18444,,,20.625,,18444,,,65,
15141,692,1345,2037,1383,15141,,1,,,15141,,2,,,15141,28,40,39,23,15141,8.333,40.000,22.727,,15141,4,1,35,
18914,73,206,239,58,18914,,1,1,,,,,,,18914,10,10,19,9,18914,,20.909,12.000,,18914,,26,10,
24638,100,81,226,73,24638,,5,,,,,,,,24638,32,28,28,22,24638,,,17.105,,24638,,,51,
19715,176,260,191,50,19715,,,1,,19715,,,1,,19715,20,20,17,9,19715,,16.428,20.000,,19715,,19,7,
25206,43,38,23,,,,,,,,,,,,25206,4,6,3,0,25206,,8.000,15.000,,25206,,16,1,
7793,10,6,13,5,,,,,,,,,,,7793,33,29,33,29,7793,10.000,,10.000,30.000,7793,1,,1,3
9459,180,316,225,153,,,,,,,,,,,9459,24,32,27,20,9459,,13.750,5.000,0.000,9459,,7,3,3
24646,201,43,118,41,24646,,,,1,24646,,,,1,24646,16,15,17,6,24646,15.000,30.000,12.500,,24646,4,1,7,
6962,82,130,139,64,6962,,1,,1,,,,,,6962,18,18,21,19,6962,,,25.000,,6962,,,24,
15057,28,172,165,77,,,,,,,,,,,15057,19,27,25,18,15057,,19.166,10.000,8.333,15057,,31,3,11
11582,152,157,147,378,,,,,,11582,,1,,,11582,20,19,25,25,11582,24.000,,28.181,,11582,10,,19,
22481,140,96,174,52,,,,,,,,,,,22481,22,19,20,16,22481,20.000,,22.000,,22481,41,,10,
13706,233,255,225,298,,,,,,13706,,,5,5,13706,25,24,23,29,13706,22.500,23.750,3.333,0.000,13706,15,28,10,6
22795,385,253,737,614,,,,,,22795,,,1,,22795,25,12,34,29,22795,,,30.277,,22795,,,82,
13261,99,171,122,93,,,,,,,,,,,13261,18,21,20,19,13261,25.000,22.500,,8.750,13261,1,6,,9
19314,100,102,237,71,19314,,,,1,19314,,,,1,19314,29,25,30,15,19314,,17.500,19.285,,19314,,11,14,
20748,97,108,104,30,,,,,,,,,,,20748,17,18,22,15,20748,25.000,21.666,22.222,,20748,4,6,28,
21705,586,175,567,1151,,,,,,,,,,,21705,29,24,35,29,21705,,,25.666,,21705,,,80,
24056,71,62,81,65,,,,,,,,,,,24056,14,20,27,19,24056,,22.000,0.000,0.000,24056,,12,4,1
21193,27,60,57,67,,,,,,,,,,,21193,9,12,30,22,21193,28.750,29.285,32.500,22.500,21193,7,16,41,9
22289,327,642,712,707,,,,,,,,,,,22289,29,32,40,35,22289,10.000,25.833,10.000,22.857,22289,1,8,1,17
22555,163,149,181,72,,,,,,22555,,,,2,22555,26,21,28,20,22555,22.857,35.000,29.285,12.500,22555,24,3,62,4
20720,314,249,197,42,,,,,,,,,,,20720,8,14,18,5,20720,25.000,30.000,,,20720,13,4,,
20489,305,320,285,188,,,,,,,,,,,20489,12,19,14,12,20489,25.000,23.333,24.000,7.500,20489,1,6,8,4
23616,31,95,165,116,,,,,,,,,,,23616,16,14,22,16,23616,,,10.000,,23616,,,1,
12673,388,389,361,356,12673,,,,1,,,,,,12673,32,33,33,40,12673,25.000,25.000,20.000,30.714,12673,11,9,6,35
9019,105,120,149,83,9019,,2,1,,,,,,,9019,45,41,46,44,9019,,18.750,25.294,,9019,,7,30,
25589,36,225,35,,,,,,,,,,,,25589,6,22,6,0,25589,,3.125,,,25589,,9,,
18265,513,368,408,279,18265,8,,1,,18265,,,2,1,18265,36,31,33,27,18265,28.750,29.285,28.000,17.500,18265,11,17,23,20
25134,139,43,95,,,,,,,,,,,,25134,22,17,17,2,25134,,0.000,,,25134,,1,,
8268,126,118,179,110,,,,,,,,,,,8268,30,25,31,27,8268,25.000,26.250,25.000,,8268,2,6,10,
11646,130,138,72,138,,,,,,,,,,,11646,27,15,19,24,11646,21.875,25.555,5.000,15.833,11646,10,12,2,13
22222,129,124,59,33,,,,,,,,,,,22222,21,12,11,8,22222,25.000,,,20.000,22222,2,,,12
26470,,,,318,,,,,,,,,,,26470,,0,0,20,26470,,,,15.000,26470,,,,6
16801,,116,129,184,16801,,,,1,,,,,,16801,,8,18,9,16801,,27.647,,24.642,16801,,44,,45
25133,165,85,122,166,,,,,,,,,,,25133,21,15,20,21,25133,,,19.583,13.333,25133,,,24,6
9050,128,68,145,97,9050,,,4,1,,,,,,9050,19,6,19,20,9050,,,18.333,17.500,9050,,,8,6
11389,276,263,304,146,,,,,,11389,,,24,,11389,18,18,15,12,11389,,13.500,40.000,3.636,11389,,16,2,13
18924,242,727,575,724,,,,,,,,,,,18924,15,25,21,25,18924,,,0.000,20.000,18924,,,1,5
6067,9,44,11,29,,,,,,,,,,,6067,9,10,13,5,6067,,12.500,,19.166,6067,,14,,8
20567,,,20,70,,,,,,,,,,,20567,,,16,24,20567,,,,19.285,20567,,,,12
24400,20,33,155,236,,,,,,,,,,,24400,8,19,23,32,24400,,,0.000,12.500,24400,,,1,7
26353,,,116,262,26353,,,1,,26353,,,,1,26353,,0,16,23,26353,,,9.285,0.000,26353,,,11,3
7780,358,239,346,260,,,,,,,,,,,7780,37,27,34,30,7780,10.000,25.000,15.714,20.000,7780,1,7,10,3
20412,78,111,149,326,20412,2,6,5,3,20412,,1,,5,20412,6,23,22,28,20412,,,,17.272,20412,,,,21
26314,,,45,498,,,,,,,,,,,26314,,0,9,22,26314,,,,8.333,26314,,,,3
12963,,,2,8,,,,,,,,,,,12963,37,43,35,40,12963,,,0.000,25.000,12963,,,1,75
22212,427,558,857,718,,,,,,,,,,,22212,21,24,33,29,22212,,0.000,,0.000,22212,,1,,1
26641,,,,79,26641,,,,1,26641,,,,1,26641,,,0,8,26641,,,,17.500,26641,,,,6
20042,145,158,248,210,,,,,,,,,,,20042,21,20,30,30,20042,10.000,,,0.000,20042,1,,,1
23005,743,647,424,372,23005,2,1,,,23005,4,3,,,23005,27,27,29,22,23005,,,26.071,,23005,,,60,
20586,5,,67,8,,,,,,,,,,,20586,0,0,12,0,20586,,,10.000,,20586,,,4,
23433,88,163,79,40,,,,,,,,,,,23433,24,32,22,27,23433,25.000,,13.750,,23433,10,,68,
11202,85,202,248,137,,,,,,,,,,,11202,21,26,29,29,11202,25.000,21.428,31.428,30.000,11202,1,15,13,3
22038,125,139,189,82,,,,,,,,,,,22038,24,28,20,20,22038,40.000,22.857,35.384,0.000,22038,1,13,73,1
20992,177,192,165,80,,,,,,,,,,,20992,26,18,25,22,20992,,,0.000,,20992,,,2,
6268,52,142,189,89,,,,,,,,,,,6268,19,34,35,19,6268,,,21.153,,6268,,,54,
15356,112,99,333,181,,,,,,,,,,,15356,19,22,30,21,15356,25.000,22.500,27.500,15.000,15356,3,2,11,3
6206,99,55,72,23,6206,,,1,,,,,,,6206,29,27,35,30,6206,22.500,25.000,17.142,,6206,9,2,16,
23679,58,112,115,93,,,,,,,,,,,23679,16,23,17,14,23679,7.500,25.000,20.000,24.000,23679,4,14,79,23
6565,653,425,964,613,,,,,,6565,2,,,,6565,25,21,31,22,6565,28.000,29.285,16.666,25.000,6565,13,19,3,18
7177,347,284,300,222,,,,,,,,,,,7177,40,35,36,29,7177,,25.000,31.500,,7177,,8,14,
12305,140,63,119,181,,,,,,,,,,,12305,18,15,18,11,12305,12.500,30.000,,14.166,12305,3,29,,25
25427,121,72,62,79,25427,1,,,,,,,,,25427,17,13,24,12,25427,16.000,25.000,,18.846,25427,10,5,,33
23796,129,226,368,126,23796,,,1,,,,,,,23796,15,25,23,9,23796,,,21.666,,23796,,,38,
24514,241,123,184,92,,,,,,,,,,,24514,26,20,25,23,24514,12.500,27.500,23.666,28.500,24514,2,3,72,24
11229,164,57,71,20,,,,,,,,,,,11229,18,15,12,12,11229,21.071,25.000,19.000,,11229,71,2,13,
19764,303,241,248,133,,,,,,,,,,,19764,19,17,22,17,19764,22.500,25.833,15.000,15.000,19764,8,16,8,2
16475,300,270,332,288,,,,,,,,,,,16475,34,44,38,31,16475,19.285,,,15.000,16475,12,,,16
20841,325,252,489,174,20841,,1,2,1,20841,,,2,,20841,29,22,36,24,20841,,,27.058,,20841,,,55,
22491,141,202,151,161,,,,,,,,,,,22491,14,19,19,19,22491,18.750,21.250,10.000,10.000,22491,7,11,1,1
9625,129,64,55,60,,,,,,,,,,,9625,21,22,17,22,9625,20.000,,26.666,,9625,4,,8,
20011,158,178,153,133,,,,,,,,,,,20011,22,24,11,25,20011,21.666,30.000,19.166,,20011,5,4,15,
10366,42,25,25,11,,,,,,,,,,,10366,26,23,20,16,10366,8.333,,,,10366,4,,,
16391,29,28,169,70,16391,,,1,1,,,,,,16391,30,32,38,22,16391,,,25.000,,16391,,,33,
7939,92,63,43,20,7939,,2,,,,,,,,7939,15,15,15,5,7939,25.000,,,,7939,3,,,
21546,166,233,295,255,21546,,,1,,,,,,,21546,29,38,38,35,21546,,18.750,32.500,,21546,,8,14,
24876,80,28,89,17,,,,,,,,,,,24876,20,17,17,17,24876,9.411,,22.000,,24876,35,,21,
21720,125,176,241,129,21720,,,1,,,,,,,21720,26,29,28,31,21720,,27.500,12.000,,21720,,13,37,
16625,21,104,218,131,,,,,,,,,,,16625,9,25,29,25,16625,,25.000,28.846,,16625,,2,38,
26219,,9,74,20,,,,,,,,,,,26219,,3,10,5,26219,,25.000,21.250,2.000,26219,,6,10,5
6532,167,167,195,211,,,,,,,,,,,6532,18,21,6,18,6532,0.000,,23.750,0.000,6532,1,,40,1
16401,185,35,253,107,,,,,,,,,,,16401,32,21,36,27,16401,25.000,,26.923,,16401,4,,29,
24891,91,86,214,128,24891,,,1,,,,,,,24891,12,16,29,24,24891,25.000,,,,24891,3,,,
6432,267,224,442,456,6432,,,1,2,6432,10,1,6,4,6432,38,29,38,40,6432,20.000,,29.615,11.000,6432,2,,28,13
8018,146,90,174,72,,,,,,8018,8,,,,8018,26,21,22,22,8018,,,11.666,,8018,,,11,
18210,491,385,315,173,18210,,1,,,,,,,,18210,34,39,29,22,18210,25.000,,17.222,,18210,1,,31,
16357,1395,680,890,321,16357,,1,,,16357,1,,,,16357,22,31,28,24,16357,,25.000,13.181,,16357,,5,18,
13948,204,115,539,302,,,,,,,,,,,13948,27,13,25,24,13948,,25.000,25.000,27.500,13948,,2,49,11
19598,115,78,113,71,,,,,,,,,,,19598,15,16,17,11,19598,,,23.666,,19598,,,33,
23288,573,409,604,997,23288,,,,1,23288,,,,1,23288,26,23,29,38,23288,20.000,20.000,21.666,30.714,23288,29,7,24,102
7122,83,44,59,16,7122,,,,1,,,,,,7122,28,18,37,19,7122,21.666,21.250,21.666,30.000,7122,16,7,13,4
25619,11,99,108,65,,,,,,,,,,,25619,5,24,22,21,25619,,25.000,20.625,22.500,25619,,3,17,3
6445,235,256,236,424,,,,,,,,,,,6445,16,19,20,31,6445,25.000,29.375,20.000,15.000,6445,11,19,6,10
6384,443,505,1015,557,,,,,,,,,,,6384,19,20,30,26,6384,25.000,,20.000,,6384,7,,23,
25764,93,177,,,,,,,,,,,,,25764,13,12,0,0,25764,20.714,21.000,,,25764,20,20,,
25670,27,828,661,325,,,,,,,,,,,25670,0,19,19,19,25670,25.000,10.000,19.285,23.500,25670,5,5,86,25
21637,99,87,189,126,21637,,1,1,,,,,,,21637,15,16,21,20,21637,20.000,,25.384,,21637,8,,43,
24092,33,30,106,207,24092,,1,,,,,,,,24092,14,18,17,23,24092,,,21.000,10.000,24092,,,23,1
24035,399,244,315,166,,,,,,,,,,,24035,25,23,24,12,24035,,,24.285,,24035,,,62,
23608,117,41,27,31,,,,,,,,,,,23608,18,15,16,12,23608,22.500,25.000,,,23608,14,1,,
25822,22,420,411,249,,,,,,,,,,,25822,0,34,34,28,25822,,,10.625,,25822,,,11,
16900,187,256,447,291,16900,,,,1,,,,,,16900,24,24,26,28,16900,23.000,30.000,28.333,15.000,16900,6,3,37,4
19953,255,231,80,160,19953,4,1,,1,19953,3,,,1,19953,41,35,15,30,19953,25.000,32.272,15.000,26.666,19953,3,24,14,19
22579,120,158,311,176,22579,,1,4,4,,,,,,22579,19,24,37,32,22579,,,32.142,,22579,,,74,
24044,124,187,141,323,,,,,,,,,,,24044,15,19,15,20,24044,25.000,27.500,15.000,,24044,2,4,3,
5906,340,309,369,131,,,,,,,,,,,5906,19,20,25,19,5906,26.666,25.000,19.444,,5906,12,10,35,
6361,43,28,171,98,,,,,,,,,,,6361,10,12,27,21,6361,,0.000,30.000,,6361,,2,29,
21783,445,308,405,230,21783,2,,,,,,,,,21783,43,35,41,38,21783,25.000,25.000,30.000,24.000,21783,12,4,3,25
18852,213,247,110,94,18852,3,2,4,,,,,,,18852,38,45,41,33,18852,22.500,25.000,18.750,20.000,18852,12,5,14,2
24578,13,5,53,10,,,,,,,,,,,24578,13,6,16,18,24578,15.000,,21.041,,24578,6,,68,
6596,534,436,522,143,,,,,,,,,,,6596,34,28,28,26,6596,,17.272,28.636,,6596,,15,28,
7598,178,253,311,318,,,,,,,,,,,7598,28,23,28,23,7598,0.000,17.500,25.833,18.333,7598,1,8,13,6
6648,241,428,678,294,,,,,,,,,,,6648,15,28,28,22,6648,,,24.117,,6648,,,77,
7765,294,515,404,230,,,,,,,,,,,7765,25,32,38,36,7765,10.000,,5.000,0.000,7765,1,,2,1
26420,,,599,1122,26420,,,,1,,,,,,26420,,0,34,41,26420,,,18.666,27.941,26420,,,46,118
12037,758,328,433,350,12037,3,2,,,12037,9,,,,12037,21,15,31,20,12037,,,22.500,15.000,12037,,,34,7
14686,70,84,201,191,,,,,,,,,,,14686,23,17,23,22,14686,,,27.500,,14686,,,46,
18606,47,176,168,138,,,,,,,,,,,18606,19,27,21,23,18606,,25.000,25.454,15.000,18606,,1,27,2
15647,229,243,381,171,,,,,,,,,,,15647,33,31,35,27,15647,,,27.500,10.000,15647,,,66,2
12507,218,114,219,203,,,,,,,,,,,12507,26,26,31,25,12507,,,,0.000,12507,,,,1
22404,119,217,330,194,,,,,,,,,,,22404,15,24,25,22,22404,20.000,31.250,20.833,17.500,22404,4,12,20,24
24508,737,193,631,343,24508,3,,,,,,,,,24508,41,30,43,24,24508,25.000,,10.000,,24508,1,,2,
24304,212,103,126,88,,,,,,,,,,,24304,19,19,15,12,24304,19.000,20.000,17.000,27.500,24304,64,2,14,19
22462,333,347,539,233,,,,,,22462,1,,,,22462,16,17,24,11,22462,25.000,,26.200,,22462,1,,74,
18522,126,168,191,166,,,,,,18522,,,,1,18522,21,17,17,26,18522,,,27.777,,18522,,,30,
8258,235,166,228,239,8258,3,,1,2,8258,2,,,,8258,32,27,28,34,8258,21.666,31.666,23.500,27.500,8258,5,4,12,3
20448,63,67,101,94,,,,,,,,,,,20448,28,29,28,23,20448,25.000,36.666,15.000,7.500,20448,3,8,10,5
8595,56,69,134,54,,,,,,,,,,,8595,24,28,32,23,8595,,,38.000,,8595,,,42,
24764,296,176,222,426,24764,3,1,,,24764,,1,1,,24764,29,28,11,28,24764,25.000,30.000,30.384,30.000,24764,1,1,61,3
20314,250,395,557,974,,,,,,,,,,,20314,15,18,20,30,20314,19.166,26.666,10.000,8.333,20314,9,4,1,6
7635,403,282,436,229,,,,,,,,,,,7635,42,32,41,39,7635,10.000,,10.000,0.000,7635,1,,1,1
13943,137,48,157,33,,,,,,,,,,,13943,26,19,20,14,13943,20.833,23.333,28.750,,13943,12,8,80,
25142,408,278,296,388,,,,,,,,,,,25142,39,31,26,26,25142,7.500,,19.117,,25142,4,,32,
19193,312,189,194,194,19193,,,1,,,,,,,19193,32,20,28,8,19193,25.000,30.000,,28.461,19193,19,2,,35
8791,58,116,156,64,8791,,,,2,,,,,,8791,22,24,30,15,8791,,26.250,15.000,0.000,8791,,10,5,1
20199,192,214,85,43,,,,,,,,,,,20199,27,37,23,27,20199,,40.000,18.750,35.000,20199,,2,9,8
24535,930,925,1016,670,24535,1,,,1,,,,,,24535,29,19,35,25,24535,18.750,16.666,12.857,13.333,24535,6,7,9,4
11207,131,49,100,21,,,,,,,,,,,11207,29,23,11,8,11207,32.500,,23.125,,11207,15,,21,
19944,228,388,705,258,,,,,,,,,,,19944,18,24,32,25,19944,12.500,22.500,18.125,10.000,19944,5,5,58,1
11302,126,36,52,69,,,,,,,,,,,11302,12,17,18,18,11302,28.750,20.000,29.375,22.500,11302,9,3,19,22
17074,604,657,1339,906,17074,,,1,,17074,,,1,,17074,32,32,35,36,17074,,21.250,24.642,,17074,,11,58,
25777,126,455,261,146,25777,,1,,,,,,,,25777,8,14,13,11,25777,36.428,27.857,,10.000,25777,14,12,,5
21341,66,76,81,82,21341,,,2,1,,,,,,21341,24,24,25,27,21341,,,15.000,,21341,,,2,
16754,22,18,19,38,,,,,,,,,,,16754,5,10,7,17,16754,21.666,25.000,19.000,12.500,16754,6,1,30,4
6914,294,156,314,171,,,,,,,,,,,6914,23,21,26,27,6914,13.333,24.000,23.571,,6914,11,11,16,
23865,274,331,245,220,,,,,,,,,,,23865,23,34,21,24,23865,37.000,30.625,30.000,16.000,23865,9,23,17,14
17394,89,35,134,24,,,,,,,,,,,17394,12,23,29,13,17394,23.750,,24.000,,17394,10,,46,
25090,226,156,190,140,,,,,,,,,,,25090,26,25,26,22,25090,0.000,,,,25090,2,,,
12039,436,227,406,480,12039,,1,,1,12039,5,,1,,12039,37,44,41,36,12039,24.000,22.500,22.857,13.333,12039,7,7,9,12
25638,46,437,469,239,25638,,1,1,1,,,,,,25638,8,21,24,21,25638,,18.333,18.333,,25638,,8,3,
17533,167,370,384,619,,,,,,,,,,,17533,15,25,18,30,17533,25.000,23.750,11.428,23.461,17533,10,11,27,50
8799,141,236,177,199,8799,,1,1,,8799,5,5,1,2,8799,16,29,28,31,8799,,30.000,29.333,30.000,8799,,1,101,1
11219,116,109,274,123,,,,,,,,,,,11219,28,19,26,16,11219,,25.000,20.416,,11219,,2,40,
21493,198,232,285,152,,,,,,,,,,,21493,20,30,25,17,21493,25.000,23.333,17.727,10.000,21493,3,8,24,1
20861,355,336,418,280,20861,,1,,,,,,,,20861,23,28,21,23,20861,17.142,27.500,13.000,0.000,20861,21,5,31,1
18234,71,168,168,172,,,,,,,,,,,18234,16,16,20,22,18234,,25.000,20.000,,18234,,2,14,
26042,,38,127,136,,,,,,,,,,,26042,0,0,8,11,26042,,25.000,16.333,20.357,26042,,2,34,43
23480,55,21,31,52,,,,,,,,,,,23480,10,6,17,22,23480,16.666,,,0.000,23480,6,,,1
11811,207,303,249,98,11811,1,,,,,,,,,11811,17,21,25,7,11811,26.250,27.142,10.000,30.833,11811,8,15,1,28
12432,256,164,225,39,,,,,,12432,,1,,,12432,38,32,28,10,12432,,,20.000,,12432,,,20,
7613,74,132,201,68,,,,,,,,,,,7613,29,32,26,24,7613,10.000,,18.684,15.000,7613,1,,77,1
19581,119,49,154,144,,,,,,,,,,,19581,22,11,19,20,19581,,,22.222,,19581,,,14,
15422,655,535,674,972,15422,1,,1,1,15422,,,,2,15422,23,18,17,25,15422,40.833,26.153,10.000,5.000,15422,9,27,1,2
16675,333,446,328,336,,,,,,16675,2,,,,16675,27,29,23,34,16675,25.000,23.750,13.333,20.000,16675,3,27,4,3
13098,78,66,67,38,13098,,,1,,13098,1,,,,13098,23,22,25,20,13098,10.000,31.000,25.000,26.666,13098,1,13,25,4
22999,190,121,218,116,,,,,,,,,,,22999,26,24,23,18,22999,,27.000,28.750,,22999,,21,8,
17312,185,188,157,153,,,,,,,,,,,17312,30,30,25,22,17312,,28.571,25.000,,17312,,13,17,
18021,113,99,105,51,,,,,,,,,,,18021,29,25,28,23,18021,25.000,17.500,30.000,,18021,6,9,48,
6311,121,95,200,116,6311,,1,,,,,,,,6311,33,34,32,34,6311,,18.333,24.230,,6311,,4,39,
19142,387,352,481,425,19142,,,,1,,,,,,19142,24,21,24,28,19142,28.750,29.285,20.000,8.333,19142,4,8,16,27
11355,106,120,173,86,,,,,,,,,,,11355,26,26,28,14,11355,12.500,21.666,13.750,10.000,11355,3,9,7,5
20623,64,89,161,55,,,,,,,,,,,20623,18,24,22,9,20623,,,40.000,,20623,,,118,
25462,92,124,7,,,,,,,,,,,,25462,9,8,5,0,25462,25.000,22.000,,,25462,4,9,,
12084,127,204,419,303,12084,,1,,1,,,,,,12084,24,23,28,31,12084,25.000,10.000,30.000,0.000,12084,5,3,79,1
12213,337,130,278,195,,,,,,,,,,,12213,47,29,39,32,12213,16.000,,24.285,19.000,12213,6,,25,14
18018,157,86,127,88,,,,,,,,,,,18018,19,16,17,13,18018,18.750,20.000,15.000,,18018,7,2,12,
9094,266,312,239,225,,,,,,9094,1,3,,,9094,28,26,34,32,9094,,28.571,15.000,,9094,,25,2,
21479,293,335,352,166,21479,,,1,,,,,,,21479,44,43,48,50,21479,,,21.315,,21479,,,32,
25295,25,235,151,98,,,,,,,,,,,25295,11,27,25,20,25295,,25.000,6.250,,25295,,1,10,
26222,,,1065,690,26222,,,1,,,,,,,26222,,0,27,21,26222,,,17.000,25.250,26222,,,6,62
23606,135,145,160,168,23606,,,,1,,,,,,23606,16,19,15,16,23606,21.875,32.000,,21.666,23606,20,19,,8
22624,253,155,243,84,22624,,1,1,,,,,,,22624,24,18,13,19,22624,,,27.941,0.000,22624,,,88,1
24590,237,213,201,185,,,,,,,,,,,24590,28,22,23,20,24590,15.000,15.714,18.888,11.428,24590,9,16,22,13
18738,310,291,123,,18738,1,,1,,,,,,,18738,28,32,18,0,18738,28.750,30.000,30.000,,18738,5,22,12,
19009,242,237,233,300,19009,1,,,,,,,,,19009,27,26,28,27,19009,25.000,31.666,0.000,6.250,19009,4,40,1,9
21611,193,211,130,118,,,,,,,,,,,21611,17,17,11,14,21611,28.750,31.250,15.000,,21611,13,8,3,
8969,48,23,48,18,,,,,,,,,,,8969,1,6,2,0,8969,25.000,,21.428,,8969,3,,23,
14062,281,187,229,50,14062,,1,,,14062,3,,,,14062,18,24,20,11,14062,28.000,,,,14062,2,,,
