userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
7240,40,51,87,47,,,,,,,,,,,7240,23,31,27,33,7240,,,26.666,,7240,,,45,
26524,,,65,421,,,,,,26524,,,,1,26524,,,9,37,26524,,,,15.000,26524,,,,8
12251,307,285,275,162,12251,,,2,,12251,,1,1,,12251,34,34,42,33,12251,,,,15.000,12251,,,,3
12639,173,64,167,91,12639,1,,2,,,,,,,12639,19,8,21,14,12639,,,,10.384,12639,,,,18
9559,278,95,128,226,9559,,,1,,,,,,,9559,34,19,28,26,9559,,,,10.000,9559,,,,3
26316,,,,395,,,,,,,,,,,26316,,0,0,13,26316,,,,19.000,26316,,,,18
13855,19,30,11,126,13855,1,,,,,,,,,13855,14,19,14,23,13855,,,,20.000,13855,,,,16
12667,59,33,47,33,,,,,,,,,,,12667,12,1,2,2,12667,,,,0.000,12667,,,,1
20131,59,139,155,32,,,,,,,,,,,20131,19,33,25,11,20131,25.000,,25.500,,20131,4,,16,
26159,,,54,27,,,,,,,,,,,26159,,0,12,11,26159,,,20.000,30.000,26159,,,2,3
20328,5,,81,,,,,,,,,,,,20328,24,11,17,0,20328,,,11.315,,20328,,,41,
5697,111,68,5,,,,,,,,,,,,5697,9,10,3,,5697,150.000,,,,5697,1,,,
14732,145,136,136,157,14732,,,1,,,,,,,14732,26,32,34,31,14732,75.000,0.000,,10.000,14732,2,1,,1
5641,183,177,330,143,5641,,,1,,,,,,,5641,31,33,36,32,5641,25.000,40.000,,0.000,5641,1,3,,4
22304,686,206,178,677,22304,,,,1,,,,,,22304,24,20,13,24,22304,16.250,0.000,,14.166,22304,17,1,,15
24852,256,256,3,,,,,,,,,,,,24852,10,8,3,,24852,87.500,,,,24852,4,,,
25050,107,199,296,324,,,,,,,,,,,25050,23,17,24,21,25050,,20.000,15.000,,25050,,6,5,
23995,98,255,208,184,,,,,,,,,,,23995,26,26,31,29,23995,,25.000,15.000,0.000,23995,,13,6,1
16526,239,10,,,,,,,,,,,,,16526,15,0,0,,16526,8.333,,,,16526,5,,,
24030,129,150,98,152,24030,1,,,,,,,,,24030,21,23,16,23,24030,25.000,25.000,,,24030,1,4,,
19495,153,389,524,328,,,,,,,,,,,19495,7,24,32,31,19495,,,24.062,,19495,,,64,
23133,184,182,171,184,,,,,,,,,,,23133,25,23,30,25,23133,,,30.000,,23133,,,78,
26328,,11,11,161,,,,,,,,,,,26328,,0,7,13,26328,,,,14.000,26328,,,,10
26526,,,37,295,26526,,,,1,,,,,,26526,,,13,23,26526,,,,0.000,26526,,,,2
19939,36,52,29,22,,,,,,,,,,,19939,5,13,7,12,19939,,,,10.000,19939,,,,6
19176,121,207,443,260,,,,,,,,,,,19176,12,12,26,19,19176,25.000,,,0.000,19176,2,,,3
24008,241,283,162,190,24008,,,1,,,,,,,24008,33,25,25,31,24008,,,20.000,15.833,24008,,,6,25
9377,94,114,150,92,,,,,,,,,,,9377,21,22,19,20,9377,,,,30.000,9377,,,,3
6055,94,86,67,137,6055,,,1,,6055,1,,,,6055,18,30,29,32,6055,,,10.000,30.000,6055,,,1,3
12290,254,254,459,244,,,,,,12290,,1,,3,12290,14,22,23,16,12290,,26.250,26.818,,12290,,6,44,
7172,251,265,327,228,,,,,,7172,,,1,1,7172,16,13,25,14,7172,,32.000,,12.500,7172,,6,,3
7242,64,60,116,50,,,,,,,,,,,7242,9,15,10,13,7242,,40.000,25.357,,7242,,2,41,
25697,18,35,20,,,,,,,,,,,,25697,4,10,6,13,25697,,25.000,,,25697,,2,,
17706,100,168,112,93,17706,,1,,,,,,,,17706,12,18,8,7,17706,,,,30.000,17706,,,,4
5779,408,220,262,408,5779,,1,,,5779,1,1,,,5779,22,15,17,20,5779,75.000,40.000,,0.000,5779,2,1,,1
9074,47,65,76,87,9074,,,1,,9074,,1,2,,9074,12,8,16,20,9074,,30.000,13.333,0.000,9074,,2,4,7
24974,146,255,196,304,,,,,,24974,,2,,,24974,23,28,31,27,24974,,,,25.000,24974,,,,10
26406,,,176,151,26406,,,,1,,,,,,26406,,0,18,37,26406,,,10.000,5.000,26406,,,6,9
23017,103,118,77,62,,,,,,,,,,,23017,11,13,14,10,23017,,14.166,10.000,,23017,,11,2,
9496,242,181,253,216,9496,1,1,1,,,,,,,9496,25,24,25,24,9496,,,0.000,,9496,,,1,
21924,1082,245,730,603,21924,2,,,,,,,,,21924,35,29,34,29,21924,,,0.000,,21924,,,2,
10067,150,149,99,83,10067,,,1,,,,,,,10067,27,24,30,21,10067,25.000,18.333,,,10067,3,7,,
10316,95,78,75,147,10316,1,,,,10316,,,1,,10316,38,30,32,40,10316,,,40.000,0.000,10316,,,8,1
23166,164,204,216,317,,,,,,,,,,,23166,18,20,22,22,23166,,,12.916,,23166,,,26,
8759,,,,19,,,,,,,,,,,8759,37,34,34,32,8759,,,10.000,,8759,,,1,
17868,78,117,275,117,,,,,,,,,,,17868,23,23,25,26,17868,,,15.769,16.666,17868,,,33,4
8961,395,272,735,136,8961,,,,1,,,,,,8961,28,27,35,22,8961,,,32.500,,8961,,,14,
14903,49,72,92,40,14903,,,1,,14903,,2,5,,14903,16,17,18,13,14903,,36.666,40.000,0.000,14903,,4,1,1
23147,192,146,241,276,,,,,,,,,,,23147,15,12,19,18,23147,20.000,,,,23147,3,,,
17943,17,29,10,14,,,,,,,,,,,17943,22,33,34,30,17943,,25.000,,22.500,17943,,3,,4
24472,457,293,382,241,24472,,,1,,24472,,,1,,24472,23,18,20,24,24472,,,38.888,,24472,,,74,
19908,15,25,11,,,,,,,,,,,,19908,13,8,11,0,19908,,40.000,,,19908,,5,,
23341,254,153,125,274,23341,,1,,,,,,,,23341,28,23,25,25,23341,,26.666,,,23341,,7,,
7063,149,204,135,168,,,,,,,,,,,7063,15,12,12,13,7063,,0.000,,20.000,7063,,4,,3
20605,75,49,100,67,,,,,,,,,,,20605,20,21,28,16,20605,25.000,25.000,13.437,0.000,20605,2,6,61,1
25647,81,321,144,19,,,,,,,,,,,25647,3,20,27,11,25647,25.000,,,,25647,3,,,
13609,172,233,107,57,,,,,,,,,,,13609,20,23,17,9,13609,,21.250,,,13609,,20,,
24142,278,250,349,94,,,,,,,,,,,24142,19,11,4,6,24142,,30.000,,30.000,24142,,4,,3
24217,83,78,153,51,,,,,,,,,,,24217,10,13,18,12,24217,,,34.375,,24217,,,74,
21006,44,51,35,12,,,,,,,,,,,21006,4,6,13,1,21006,,,10.000,,21006,,,2,
7696,1098,842,768,1111,,,,,,,,,,,7696,20,21,21,17,7696,25.000,,,,7696,2,,,
16149,307,285,362,230,,,,,,,,,,,16149,18,18,17,21,16149,8.333,,,,16149,4,,,
19855,88,142,157,38,,,,,,,,,,,19855,18,20,20,2,19855,,12.000,,,19855,,9,,
6504,,,3,,,,,,,,,,,,6504,0,0,0,0,6504,25.000,,,15.000,6504,2,,,2
14589,312,209,274,240,,,,,,14589,,2,,,14589,45,33,36,42,14589,28.750,30.000,22.857,19.000,14589,7,6,18,18
6454,32,34,40,1,,,,,,,,,,,6454,13,5,2,0,6454,,,25.000,,6454,,,2,
13204,331,329,506,821,13204,,,1,,13204,,,1,1,13204,13,12,15,15,13204,150.000,40.000,,10.000,13204,2,3,,1
24668,515,302,248,282,24668,1,,,1,,,,,,24668,33,36,23,30,24668,,30.000,10.000,,24668,,1,1,
16162,252,120,175,347,16162,,,,1,16162,2,,,,16162,19,14,19,19,16162,,,10.000,,16162,,,2,
7322,124,145,198,118,,,,,,,,,,,7322,9,10,22,13,7322,25.000,,,,7322,4,,,
18675,180,316,145,73,,,,,,,,,,,18675,36,23,31,29,18675,,,3.333,,18675,,,3,
18438,104,265,300,192,,,,,,,,,,,18438,25,33,36,23,18438,,30.000,21.428,,18438,,3,48,
24907,39,63,112,57,24907,,,1,1,,,,,,24907,24,30,31,24,24907,,27.500,,,24907,,4,,
12801,38,8,10,7,,,,,,,,,,,12801,9,8,20,12,12801,25.000,,,,12801,3,,,
17281,94,70,82,,17281,1,1,,,,,,,,17281,18,17,8,0,17281,,25.000,21.000,,17281,,3,50,
12658,312,276,429,401,,,,,,,,,,,12658,26,31,36,32,12658,,0.000,,13.333,12658,,1,,5
25181,197,701,560,291,,,,,,,,,,,25181,26,26,25,25,25181,,,35.000,10.000,25181,,,21,1
6823,354,179,229,193,6823,2,,1,,,,,,,6823,35,27,23,28,6823,,,10.000,,6823,,,2,
24100,84,9,,,,,,,,,,,,,24100,15,5,0,0,24100,25.000,,,,24100,2,,,
24173,157,123,192,303,,,,,,,,,,,24173,13,14,22,22,24173,25.000,,,10.000,24173,2,,,1
12044,,,18,,,,,,,,,,,,12044,14,26,22,21,12044,,,10.000,,12044,,,1,
18123,191,221,414,144,,,,,,,,,,,18123,25,25,29,24,18123,,,10.000,0.000,18123,,,8,4
24661,94,83,149,340,,,,,,,,,,,24661,21,23,23,23,24661,,0.000,,,24661,,1,,
25420,356,485,201,126,,,,,,,,,,,25420,15,21,7,5,25420,18.000,0.000,17.500,17.500,25420,7,2,8,3
26461,,,,28,,,,,,,,,,,26461,,,0,22,26461,,,,17.500,26461,,,,10
26230,,,2,66,,,,,,,,,,,26230,,0,12,16,26230,,,15.000,0.000,26230,,,5,9
8530,402,610,1005,447,,,,,,8530,,6,8,3,8530,5,4,10,7,8530,,,40.000,30.000,8530,,,3,1
22081,62,90,351,277,22081,,,1,,,,,,,22081,18,16,21,20,22081,,,,0.000,22081,,,,1
21922,298,248,525,335,,,,,,,,,,,21922,22,14,35,20,21922,,18.750,40.000,,21922,,7,96,
21378,251,289,396,232,,,,,,,,,,,21378,16,11,21,7,21378,,10.000,,,21378,,2,,
5711,241,220,339,207,,,,,,,,,,,5711,28,20,23,19,5711,150.000,40.000,10.000,30.000,5711,1,1,1,8
9731,174,190,81,86,,,,,,,,,,,9731,21,21,20,22,9731,,25.000,10.000,0.000,9731,,1,1,1
12707,101,189,202,253,,,,,,,,,,,12707,14,13,22,29,12707,,,,17.083,12707,,,,22
21520,119,70,151,135,,,,,,21520,,,,1,21520,25,26,32,33,21520,,,,19.000,21520,,,,8
21690,98,52,136,55,,,,,,,,,,,21690,33,25,31,14,21690,10.000,,,30.000,21690,1,,,1
24517,56,55,24,26,,,,,,,,,,,24517,25,20,10,18,24517,21.666,22.500,17.000,,24517,5,2,9,
26492,,,2,13,,,,,,,,,,,26492,,,13,14,26492,,,,0.000,26492,,,,1
26747,,,,116,26747,,,,1,,,,,,26747,,,0,10,26747,,,,10.000,26747,,,,3
7090,317,217,328,230,,,,,,7090,3,3,4,1,7090,16,13,18,14,7090,,,,10.000,7090,,,,1
21347,185,230,227,147,,,,,,,,,,,21347,39,48,45,28,21347,25.000,17.000,25.000,15.000,21347,5,7,11,3
24188,854,546,186,575,24188,,2,,,,,,,,24188,44,37,21,36,24188,,,,0.000,24188,,,,1
11980,385,320,484,417,,,,,,,,,,,11980,24,20,27,28,11980,27.500,23.333,,,11980,3,9,,
25470,88,153,103,106,25470,,1,,,,,,,,25470,14,23,15,15,25470,,26.666,,,25470,,4,,
9525,55,76,92,144,,,,,,,,,,,9525,29,25,27,25,9525,,30.000,,30.000,9525,,1,,2
7887,54,151,68,43,,,,,,,,,,,7887,12,17,17,14,7887,,,,15.000,7887,,,,1
22978,9,2,14,20,,,,,,,,,,,22978,10,7,11,16,22978,,,,30.000,22978,,,,3
26369,,,88,413,26369,,,,1,26369,,,,1,26369,,0,3,24,26369,,,10.000,25.000,26369,,,1,2
25858,,43,,,25858,,1,,,,,,,,25858,,4,0,,25858,,30.000,,,25858,,5,,
21663,230,163,263,206,21663,1,1,,,21663,1,,,,21663,6,1,20,9,21663,,,10.000,,21663,,,2,
26409,,,223,203,26409,,,,1,,,,,,26409,,0,14,19,26409,,,0.000,15.000,26409,,,1,3
24618,208,431,289,174,,,,,,,,,,,24618,17,30,35,21,24618,,25.000,,15.000,24618,,1,,5
9016,80,387,291,133,,,,,,,,,,,9016,13,22,16,19,9016,,,10.000,,9016,,,1,
17797,157,89,53,218,17797,1,,,,,,,,,17797,21,15,12,22,17797,,,,15.000,17797,,,,2
17070,153,119,159,132,,,,,,,,,,,17070,16,15,10,13,17070,,,,30.000,17070,,,,2
9256,101,107,90,21,9256,,1,,,,,,,,9256,17,21,19,12,9256,,26.666,0.000,,9256,,7,1,
14519,427,296,203,199,,,,,,,,,,,14519,30,30,26,23,14519,,,10.000,,14519,,,2,
6705,208,190,80,74,6705,8,3,,,6705,13,13,12,2,6705,25,33,22,11,6705,,25.000,,,6705,,1,,
21298,1229,1163,1012,1188,21298,,1,,,,,,,,21298,15,14,17,18,21298,150.000,,,,21298,1,,,
9842,429,365,818,554,9842,,,2,,,,,,,9842,32,22,30,20,9842,,26.666,,10.000,9842,,7,,2
26895,,,,26,,,,,,,,,,,26895,,,,0,26895,,,,5.000,26895,,,,2
11138,18,46,176,77,,,,,,,,,,,11138,12,19,23,16,11138,,30.000,,,11138,,2,,
9366,,5,8,9,,,,,,,,,,,9366,35,29,33,30,9366,,30.000,20.000,,9366,,2,1,
26798,,,,30,,,,,,,,,,,26798,,,,0,26798,,,,10.000,26798,,,,3
19734,8,,,,,,,,,,,,,,19734,0,0,0,0,19734,150.000,,,,19734,2,,,
17683,91,68,107,70,,,,,,,,,,,17683,15,11,17,12,17683,,10.000,10.000,,17683,,1,1,
10111,112,123,214,108,,,,,,,,,,,10111,24,25,33,30,10111,,,,0.000,10111,,,,1
10107,134,119,153,56,,,,,,10107,,1,,,10107,29,33,37,20,10107,8.333,,10.000,,10107,4,,1,
24806,8,23,54,56,24806,5,,1,,,,,,,24806,1,4,9,4,24806,,,10.000,,24806,,,1,
25426,164,269,149,96,25426,4,1,,,,,,,,25426,16,29,15,17,25426,,30.000,10.000,7.142,25426,,2,1,16
5885,736,48,31,263,5885,1,,,1,,,,,,5885,32,9,4,17,5885,,,,10.000,5885,,,,1
7359,65,53,226,49,,,,,,7359,,,1,,7359,8,1,17,5,7359,,,20.000,,7359,,,6,
24423,211,154,67,197,,,,,,,,,,,24423,18,15,11,19,24423,,,10.000,,24423,,,1,
18969,223,241,325,78,,,,,,,,,,,18969,7,10,14,0,18969,,40.000,,,18969,,1,,
26428,,,87,130,,,,,,,,,,,26428,,0,9,12,26428,,,,4.000,26428,,,,15
26665,,,,185,,,,,,,,,,,26665,,,0,32,26665,,,,10.000,26665,,,,7
24881,,10,9,36,24881,,,,1,,,,,,24881,12,1,15,17,24881,,,,19.285,24881,,,,32
12428,44,90,157,19,12428,,1,,,,,,,,12428,15,26,30,14,12428,,,15.000,,12428,,,9,
8459,432,316,381,237,,,,,,,,,,,8459,31,30,32,32,8459,0.000,40.000,,20.000,8459,1,8,,2
25687,12,204,376,542,,,,,,,,,,,25687,2,19,19,32,25687,,,10.000,,25687,,,2,
23351,22,38,29,,,,,,,,,,,,23351,21,14,17,0,23351,,26.666,,,23351,,4,,
26158,,21,45,51,,,,,,,,,,,26158,,9,26,21,26158,,0.000,,,26158,,1,,
23361,126,185,104,57,,,,,,,,,,,23361,11,16,15,7,23361,8.333,,,,23361,5,,,
14729,,,,7,,,,,,,,,,,14729,35,23,35,29,14729,,,,0.000,14729,,,,1
26434,,,41,223,,,,,,,,,,,26434,,0,11,17,26434,,,,17.500,26434,,,,3
8441,56,133,61,117,,,,,,,,,,,8441,14,20,15,27,8441,,15.000,,,8441,,2,,
21237,125,4,,,,,,,,,,,,,21237,32,0,0,0,21237,25.000,,,,21237,2,,,
26272,,6,176,229,,,,,,,,,,,26272,,0,8,13,26272,,,11.666,0.000,26272,,,10,3
24992,236,131,130,374,,,,,,,,,,,24992,26,14,16,26,24992,,,,0.000,24992,,,,1
19072,138,79,102,264,19072,1,,,,,,,,,19072,13,9,10,18,19072,,,,21.000,19072,,,,1
16537,90,58,62,77,16537,,2,,,,,,,,16537,23,18,16,11,16537,,,,30.000,16537,,,,5
23224,237,179,522,595,,,,,,,,,,,23224,20,16,36,29,23224,,,10.000,30.000,23224,,,1,3
23534,591,873,972,1153,,,,,,,,,,,23534,19,23,22,24,23534,25.000,,27.500,,23534,2,,36,
18359,57,27,83,17,,,,,,,,,,,18359,16,3,17,15,18359,,,17.500,,18359,,,16,
21618,30,15,77,17,,,,,,,,,,,21618,8,10,12,6,21618,,,18.000,,21618,,,29,
26400,,,,22,,,,,,,,,,,26400,,,0,21,26400,,,,15.000,26400,,,,16
26258,,2,273,543,,,,,,,,,,,26258,,0,8,19,26258,,,,0.000,26258,,,,1
23254,76,99,111,113,,,,,,,,,,,23254,14,25,15,17,23254,,,,20.000,23254,,,,1
23819,1477,1701,2318,1585,,,,,,,,,,,23819,15,15,20,16,23819,,40.000,,,23819,,1,,
24069,16,40,59,100,,,,,,,,,,,24069,17,13,19,16,24069,,,10.000,0.000,24069,,,1,1
24558,177,113,121,115,24558,1,,,1,,,,,,24558,28,23,35,24,24558,10.000,,,,24558,1,,,
12623,315,105,297,210,12623,1,,1,,,,,,,12623,28,17,32,33,12623,,,10.000,0.000,12623,,,1,1
16338,363,295,450,453,,,,,,,,,,,16338,32,32,29,25,16338,,,28.000,,16338,,,40,
7651,153,326,229,194,,,,,,,,,,,7651,22,27,18,18,7651,,22.000,,,7651,,8,,
18294,265,233,190,18,18294,,1,2,,18294,,2,1,,18294,24,27,29,6,18294,0.000,28.846,12.500,,18294,1,17,2,
26689,,,,6,,,,,,,,,,,26689,,,0,7,26689,,,,10.000,26689,,,,1
26642,,,40,743,,,,,,,,,,,26642,,,0,25,26642,,,,10.000,26642,,,,1
26781,,,,33,,,,,,,,,,,26781,,,,0,26781,,,,10.000,26781,,,,2
21538,198,225,268,207,,,,,,,,,,,21538,21,18,12,20,21538,,,,30.000,21538,,,,1
26950,,,,9,,,,,,,,,,,26950,,,,3,26950,,,,10.000,26950,,,,7
26062,,103,378,187,,,,,,26062,,,1,,26062,,5,16,9,26062,,0.000,,,26062,,2,,
22567,,,,3,,,,,,,,,,,22567,36,28,29,20,22567,,,,15.000,22567,,,,4
25880,,51,193,255,,,,,,,,,,,25880,0,10,17,24,25880,,,,10.000,25880,,,,1
7911,127,198,225,155,,,,,,,,,,,7911,15,20,19,15,7911,,,,0.000,7911,,,,2
10053,356,370,487,293,,,,,,,,,,,10053,22,20,29,23,10053,,25.000,,,10053,,2,,
21779,27,28,17,,,,,,,21779,,,1,,21779,16,13,8,0,21779,0.000,26.666,,,21779,1,5,,
26207,,12,106,61,,,,,,,,,,,26207,,0,7,3,26207,,,10.000,0.000,26207,,,4,1
24734,734,578,768,700,,,,,,,,,,,24734,24,31,32,24,24734,,,0.000,,24734,,,1,
21767,502,694,768,770,,,,,,,,,,,21767,20,26,30,29,21767,,,20.000,,21767,,,2,
17758,210,239,284,287,,,,,,,,,,,17758,30,27,24,28,17758,,26.666,,0.000,17758,,8,,1
21588,809,1005,1378,1017,21588,,1,,,,,,,,21588,23,32,32,29,21588,21.666,,,10.000,21588,5,,,2
10405,144,138,111,84,10405,,1,,2,10405,7,5,3,6,10405,23,22,21,29,10405,,25.000,,,10405,,2,,
11826,48,69,32,77,11826,,1,,,,,,,,11826,13,18,12,17,11826,,30.000,,,11826,,2,,
26053,,106,225,207,,,,,,,,,,,26053,0,1,23,17,26053,,,15.000,,26053,,,9,
24873,345,380,582,352,24873,1,,1,2,,,,,,24873,17,20,24,12,24873,150.000,,,,24873,1,,,
23978,150,147,285,385,23978,,,,1,,,,,,23978,9,8,15,18,23978,,,20.714,0.000,23978,,,13,1
9812,59,42,60,58,,,,,,,,,,,9812,20,19,26,25,9812,,,15.000,,9812,,,7,
19374,,,,19,,,,,,,,,,,19374,28,22,27,22,19374,,,15.000,,19374,,,4,
19488,87,109,91,77,,,,,,,,,,,19488,22,25,22,16,19488,,,22.500,,19488,,,5,
22504,282,67,,,,,,,,,,,,,22504,23,10,0,,22504,,25.000,,,22504,,3,,
11581,378,460,362,139,11581,1,3,12,,11581,1,8,6,2,11581,30,40,38,29,11581,,,0.000,0.000,11581,,,1,1
21876,133,284,139,,,,,,,,,,,,21876,13,18,13,0,21876,,10.000,,,21876,,1,,
5626,1195,886,949,435,,,,,,,,,,,5626,26,19,28,13,5626,150.000,40.000,,,5626,2,1,,
21042,40,57,50,78,,,,,,,,,,,21042,8,15,20,26,21042,25.000,,,,21042,2,,,
25726,29,103,194,139,,,,,,,,,,,25726,9,7,25,25,25726,25.000,,,,25726,2,,,
26256,,3,438,391,,,,,,,,,,,26256,,0,24,23,26256,,,10.000,12.500,26256,,,1,6
18494,146,68,195,75,,,,,,18494,,,5,2,18494,32,23,37,21,18494,,,10.000,,18494,,,1,
21875,21,3,152,31,21875,,,1,,,,,,,21875,22,20,23,13,21875,,,20.000,0.000,21875,,,7,1
8144,44,11,,27,,,,,,,,,,,8144,17,5,15,4,8144,,,,30.000,8144,,,,4
25905,,99,67,,25905,,2,,,25905,,1,,,25905,0,15,13,0,25905,,25.000,,,25905,,4,,
20651,69,134,164,105,,,,,,,,,,,20651,15,16,20,24,20651,,27.500,,,20651,,5,,
23841,,21,16,4,23841,,1,,,,,,,,23841,22,20,21,18,23841,,25.000,,,23841,,4,,
21272,248,193,87,,,,,,,,,,,,21272,10,6,0,3,21272,,40.000,,,21272,,2,,
26570,,,1,545,,,,,,,,,,,26570,,,0,14,26570,,,,13.333,26570,,,,8
15960,45,19,37,21,,,,,,,,,,,15960,11,16,16,16,15960,,,,5.000,15960,,,,4
22806,28,34,90,54,,,,,,,,,,,22806,18,18,35,23,22806,,,,0.000,22806,,,,1
25751,33,850,694,785,,,,,,25751,1,,,,25751,2,31,31,25,25751,,22.500,,,25751,,3,,
25336,425,460,644,569,25336,,,1,,,,,,,25336,9,12,18,22,25336,150.000,,,,25336,2,,,
26447,,,189,245,,,,,,,,,,,26447,,0,3,15,26447,,,17.500,17.500,26447,,,11,18
25956,19,144,85,87,25956,,1,,,25956,1,,1,,25956,0,12,13,15,25956,,30.000,,,25956,,1,,
21735,300,103,118,208,,,,,,,,,,,21735,22,11,21,29,21735,0.000,,,0.000,21735,1,,,1
9836,127,117,150,169,,,,,,,,,,,9836,17,21,17,24,9836,25.000,,,,9836,4,,,
15022,179,236,249,212,,,,,,,,,,,15022,11,16,18,14,15022,150.000,,,,15022,2,,,
26298,,,76,261,,,,,,,,,,,26298,,0,16,24,26298,,,0.000,0.000,26298,,,1,1
16069,92,77,147,69,16069,1,,1,,,,,,,16069,25,24,37,11,16069,,,,0.000,16069,,,,2
9989,129,119,84,162,9989,,,,1,9989,,,,1,9989,16,15,11,21,9989,,,,0.000,9989,,,,1
25029,38,102,81,106,25029,,,,1,,,,,,25029,15,11,13,21,25029,,,,15.000,25029,,,,5
5651,425,261,293,209,,,,,,,,,,,5651,18,16,22,15,5651,87.500,,,0.000,5651,3,,,2
9605,131,274,389,218,9605,,,,1,,,,,,9605,15,24,19,22,9605,,27.500,9.500,,9605,,3,2,
22378,171,56,81,78,,,,,,,,,,,22378,27,18,27,22,22378,,,,15.000,22378,,,,1
26797,,,,38,,,,,,,,,,,26797,,,,4,26797,,,,0.000,26797,,,,2
20642,144,141,831,139,,,,,,,,,,,20642,37,39,46,27,20642,,,0.000,,20642,,,1,
26130,,10,87,133,,,,,,,,,,,26130,,6,16,18,26130,,,20.000,,26130,,,1,
24844,132,142,84,114,24844,1,1,,,,,,,,24844,18,21,17,17,24844,,26.666,,,24844,,4,,
16534,,,136,249,,,,,,,,,,,16534,,0,4,11,16534,,,,30.000,16534,,,,1
20719,389,391,858,219,20719,,2,5,,,,,,,20719,18,22,35,9,20719,0.000,,,,20719,1,,,
26196,,119,354,176,26196,,,3,,26196,,,1,,26196,,7,26,23,26196,,30.000,,25.000,26196,,1,,3
26227,,14,243,196,,,,,,,,,,,26227,,0,24,23,26227,,,,0.000,26227,,,,1
26084,,13,34,41,,,,,,,,,,,26084,,6,23,18,26084,,,,30.000,26084,,,,3
16638,189,199,257,283,,,,,,,,,,,16638,17,21,23,25,16638,,,,0.000,16638,,,,1
9299,105,167,299,156,9299,1,,1,,,,,,,9299,34,41,38,32,9299,,,10.000,0.000,9299,,,1,1
22509,46,61,88,127,22509,1,,,,22509,,,4,,22509,25,23,24,32,22509,,,,0.000,22509,,,,1
26575,,,23,335,26575,,,,1,26575,,,,2,26575,,,9,36,26575,,,,18.888,26575,,,,58
26018,,149,345,280,,,,,,,,,,,26018,,12,4,9,26018,,,10.000,,26018,,,1,
13243,143,199,136,116,,,,,,13243,4,2,1,,13243,28,22,24,24,13243,,,,12.500,13243,,,,15
26620,,,3,397,,,,,,,,,,,26620,,,9,24,26620,,,,10.000,26620,,,,3
6207,119,66,73,57,,,,,,,,,,,6207,18,20,19,22,6207,,,25.000,,6207,,,9,
26435,,,34,128,,,,,,,,,,,26435,,0,10,19,26435,,,21.428,0.000,26435,,,20,2
10058,117,85,77,138,10058,,2,,1,10058,,2,,,10058,24,18,21,22,10058,,26.666,,25.000,10058,,6,,7
8525,106,124,109,162,,,,,,,,,,,8525,30,33,38,32,8525,,,4.000,16.666,8525,,,7,4
11506,468,125,267,241,11506,,,1,1,,,,,,11506,39,26,31,27,11506,25.000,,,19.000,11506,2,,,11
23212,161,220,176,271,23212,1,,,3,,,,,,23212,24,30,25,29,23212,,,,30.000,23212,,,,3
26589,,,,58,,,,,,,,,,,26589,,,13,6,26589,,,,17.000,26589,,,,14
26364,,,,19,,,,,,,,,,,26364,,,3,16,26364,,,,20.000,26364,,,,4
21745,16,8,4,240,,,,,,,,,,,21745,24,9,17,38,21745,,,,0.000,21745,,,,2
18474,32,12,41,38,,,,,,,,,,,18474,16,20,23,24,18474,26.666,,,0.000,18474,4,,,1
14927,301,281,171,371,,,,,,14927,9,9,8,10,14927,26,19,29,27,14927,,,,15.000,14927,,,,1
23305,229,246,47,254,23305,,2,,,23305,,,,7,23305,21,23,9,21,23305,,,,0.000,23305,,,,1
23350,12,20,14,21,23350,,,,1,,,,,,23350,20,11,26,37,23350,,26.666,,25.000,23350,,5,,1
26250,,9,1081,424,,,,,,,,,,,26250,,0,8,4,26250,,,0.000,,26250,,,1,
22247,236,136,35,19,22247,1,,,,,,,,,22247,23,17,15,13,22247,,,10.000,,22247,,,2,
14354,525,354,277,1231,,,,,,14354,,,,1,14354,37,29,28,37,14354,,,19.000,18.333,14354,,,17,3
22830,69,80,93,96,,,,,,,,,,,22830,19,15,15,17,22830,,27.500,,,22830,,4,,
7078,115,75,67,109,7078,1,,,,,,,,,7078,19,24,20,22,7078,22.500,,,,7078,5,,,
7149,,,11,,,,,,,,,,,,7149,28,26,32,28,7149,,,40.000,,7149,,,7,
21313,118,,,,,,,,,,,,,,21313,16,0,0,,21313,25.000,,,,21313,5,,,
12825,456,294,527,216,,,,,,,,,,,12825,15,7,21,11,12825,,,17.500,,12825,,,23,
7771,43,134,61,29,,,,,,,,,,,7771,11,16,11,9,7771,,,,30.000,7771,,,,1
19524,71,97,157,270,,,,,,,,,,,19524,13,11,15,20,19524,150.000,,10.000,,19524,1,,1,
22283,51,32,40,42,,,,,,,,,,,22283,17,13,10,9,22283,,25.000,25.000,,22283,,1,5,
23202,289,295,364,188,23202,,,,1,,,,,,23202,24,25,28,27,23202,,,0.000,,23202,,,1,
10126,49,171,170,149,,,,,,10126,,3,6,1,10126,4,15,17,15,10126,,45.000,,,10126,,9,,
